tombamento;descricao;dataBaixa;vidaUtil;valorBruto;depreciacao;valorLiquido
216385;COLETE DE PROTEÇÃO BALÍSTICA;;81;1370,63;10,28;969,71
216386;COLETE DE PROTEÇÃO BALÍSTICA;;81;1370,63;10,28;969,71
216420;COLETE DE PROTEÇÃO BALÍSTICA;;81;1428,88;10,72;1010,8
216421;COLETE DE PROTEÇÃO BALÍSTICA;;81;1428,88;10,72;1010,8
216422;COLETE DE PROTEÇÃO BALÍSTICA;;81;1428,88;10,72;1010,8
216426;COLETE DE PROTEÇÃO BALÍSTICA;;81;1476,63;11,08;1044,73
216427;COLETE DE PROTEÇÃO BALÍSTICA;;81;1476,63;11,08;1044,73
216428;COLETE DE PROTEÇÃO BALÍSTICA;;81;1476,63;11,08;1044,73
218880;ALGEMA;;89;140,5;1,05;107,05
218881;ALGEMA;;89;140,5;1,05;107,05
218882;ALGEMA;;89;140,5;1,05;107,05
218883;ALGEMA;;89;140,5;1,05;107,05
218884;ALGEMA;;89;140,5;1,05;107,05
218885;ALGEMA;;89;140,5;1,05;107,05
218886;ALGEMA;;89;140,5;1,05;107,05
218887;ALGEMA;;89;140,5;1,05;107,05
218888;ALGEMA;;89;140,5;1,05;107,05
218889;ALGEMA;;89;140,5;1,05;107,05
218890;ALGEMA;;89;140,5;1,05;107,05
218891;ALGEMA;;89;140,5;1,05;107,05
218892;ALGEMA;;89;140,5;1,05;107,05
218893;ALGEMA;;89;140,5;1,05;107,05
218894;ALGEMA;;89;140,5;1,05;107,05
218895;ALGEMA;;89;140,5;1,05;107,05
218896;ALGEMA;;89;140,5;1,05;107,05
218897;ALGEMA;;89;140,5;1,05;107,05
218898;ALGEMA;;89;140,5;1,05;107,05
218899;ALGEMA;;89;140,5;1,05;107,05
218900;ALGEMA;;89;140,5;1,05;107,05
218901;ALGEMA;;89;140,5;1,05;107,05
218902;ALGEMA;;89;140,5;1,05;107,05
218903;ALGEMA;;89;140,5;1,05;107,05
218904;ALGEMA;;89;140,5;1,05;107,05
218905;ALGEMA;;89;140,5;1,05;107,05
218906;ALGEMA;;89;140,5;1,05;107,05
218907;ALGEMA;;89;140,5;1,05;107,05
218908;ALGEMA;;89;140,5;1,05;107,05
218909;ALGEMA;;89;140,5;1,05;107,05
218910;ALGEMA;;89;140,5;1,05;107,05
218911;ALGEMA;;89;140,5;1,05;107,05
218912;ALGEMA;;89;140,5;1,05;107,05
218913;ALGEMA;;89;140,5;1,05;107,05
218914;ALGEMA;;89;140,5;1,05;107,05
218915;ALGEMA;;89;140,5;1,05;107,05
218916;ALGEMA;;89;140,5;1,05;107,05
218917;ALGEMA;;89;140,5;1,05;107,05
218918;ALGEMA;;89;140,5;1,05;107,05
218919;ALGEMA;;89;140,5;1,05;107,05
218920;ALGEMA;;89;140,5;1,05;107,05
218921;ALGEMA;;89;140,5;1,05;107,05
218922;ALGEMA;;89;140,5;1,05;107,05
218923;ALGEMA;;89;140,5;1,05;107,05
218924;ALGEMA;;89;140,5;1,05;107,05
218925;ALGEMA;;89;140,5;1,05;107,05
218926;ALGEMA;;89;140,5;1,05;107,05
218927;ALGEMA;;89;140,5;1,05;107,05
218928;ALGEMA;;89;140,5;1,05;107,05
218929;ALGEMA;;89;140,5;1,05;107,05
218930;ALGEMA;;89;140,5;1,05;107,05
218931;ALGEMA;;89;140,5;1,05;107,05
218932;ALGEMA;;89;140,5;1,05;107,05
218933;ALGEMA;;89;140,5;1,05;107,05
218934;ALGEMA;;89;140,5;1,05;107,05
218935;ALGEMA;;89;140,5;1,05;107,05
218936;ALGEMA;;89;140,5;1,05;107,05
218937;ALGEMA;;89;140,5;1,05;107,05
218938;ALGEMA;;89;140,5;1,05;107,05
218939;ALGEMA;;89;140,5;1,05;107,05
218940;ALGEMA;;89;140,5;1,05;107,05
218941;ALGEMA;;89;140,5;1,05;107,05
218942;ALGEMA;;89;140,5;1,05;107,05
218943;ALGEMA;;89;140,5;1,05;107,05
218944;ALGEMA;;89;140,5;1,05;107,05
218945;ALGEMA;;89;140,5;1,05;107,05
218946;ALGEMA;;89;140,5;1,05;107,05
218947;ALGEMA;;89;140,5;1,05;107,05
218948;ALGEMA;;89;140,5;1,05;107,05
218949;ALGEMA;;89;140,5;1,05;107,05
218950;ALGEMA;;89;140,5;1,05;107,05
218951;ALGEMA;;89;140,5;1,05;107,05
218952;ALGEMA;;89;140,5;1,05;107,05
218953;ALGEMA;;89;140,5;1,05;107,05
218954;ALGEMA;;89;140,5;1,05;107,05
218955;ALGEMA;;89;140,5;1,05;107,05
218956;ALGEMA;;89;140,5;1,05;107,05
218957;ALGEMA;;89;140,5;1,05;107,05
218958;ALGEMA;;89;140,5;1,05;107,05
218959;ALGEMA;;89;140,5;1,05;107,05
218960;ALGEMA;;89;140,5;1,05;107,05
218961;ALGEMA;;89;140,5;1,05;107,05
218962;ALGEMA;;89;140,5;1,05;107,05
218963;ALGEMA;;89;140,5;1,05;107,05
218964;ALGEMA;;89;140,5;1,05;107,05
218965;ALGEMA;;89;140,5;1,05;107,05
218966;ALGEMA;;89;140,5;1,05;107,05
218967;ALGEMA;;89;140,5;1,05;107,05
218968;ALGEMA;;89;140,5;1,05;107,05
218969;ALGEMA;;89;140,5;1,05;107,05
12554;TRANSFORMADOR DE BAIXA TENSÃO;;0;50,63;0;7,06
13363;ESTABILIZADOR DE TENSÃO ELETRÔNICO;;0;155,69;0;23,5
13368;ESTABILIZADOR DE TENSÃO ELETRÔNICO;;0;155,69;0;23,5
13371;ESTABILIZADOR DE TENSÃO ELETRÔNICO;;0;155,69;0;23,5
13375;ESTABILIZADOR DE TENSÃO ELETRÔNICO;;0;155,69;0;23,5
13378;ESTABILIZADOR DE TENSÃO ELETRÔNICO;;0;155,69;0;23,5
13745;ESTABILIZADOR DE TENSÃO ELETRÔNICO;;0;123,55;0;17,1
13746;ESTABILIZADOR DE TENSÃO ELETRÔNICO;;0;123,55;0;17,1
13751;ESTABILIZADOR DE TENSÃO ELETRÔNICO;;0;123,55;0;17,1
13761;ESTABILIZADOR DE TENSÃO ELETRÔNICO;;0;123,55;0;17,1
13765;ESTABILIZADOR DE TENSÃO ELETRÔNICO;;0;123,55;0;17,1
13766;ESTABILIZADOR DE TENSÃO ELETRÔNICO;;0;123,55;0;17,1
15992;ESTABILIZADOR DE TENSÃO AUTOMÁTICO;;2;171;1,28;19,67
15993;ESTABILIZADOR DE TENSÃO AUTOMÁTICO;;2;171;1,28;19,67
15999;ESTABILIZADOR DE TENSÃO AUTOMÁTICO;;2;171;1,28;19,67
16003;ESTABILIZADOR DE TENSÃO AUTOMÁTICO;;2;171;1,28;19,67
16004;ESTABILIZADOR DE TENSÃO AUTOMÁTICO;;2;171;1,28;19,67
16007;ESTABILIZADOR DE TENSÃO AUTOMÁTICO;;2;171;1,28;19,67
16008;ESTABILIZADOR DE TENSÃO AUTOMÁTICO;;2;171;1,28;19,67
16015;ESTABILIZADOR DE TENSÃO AUTOMÁTICO;;2;171;1,28;19,67
16016;ESTABILIZADOR DE TENSÃO AUTOMÁTICO;;2;171;1,28;19,67
16018;ESTABILIZADOR DE TENSÃO AUTOMÁTICO;;2;171;1,28;19,67
16022;ESTABILIZADOR DE TENSÃO AUTOMÁTICO;;2;171;1,28;19,67
16025;ESTABILIZADOR DE TENSÃO AUTOMÁTICO;;2;171;1,28;19,67
16034;ESTABILIZADOR DE TENSÃO AUTOMÁTICO;;2;171;1,28;19,67
16035;ESTABILIZADOR DE TENSÃO AUTOMÁTICO;;2;171;1,28;19,67
16037;ESTABILIZADOR DE TENSÃO AUTOMÁTICO;;2;171;1,28;19,67
16041;ESTABILIZADOR DE TENSÃO AUTOMÁTICO;;2;171;1,28;19,67
16042;ESTABILIZADOR DE TENSÃO AUTOMÁTICO;;2;171;1,28;19,67
16043;ESTABILIZADOR DE TENSÃO AUTOMÁTICO;;2;171;1,28;19,67
16048;ESTABILIZADOR DE TENSÃO AUTOMÁTICO;;2;171;1,28;19,67
16051;ESTABILIZADOR DE TENSÃO AUTOMÁTICO;;2;171;1,28;19,67
16052;ESTABILIZADOR DE TENSÃO AUTOMÁTICO;;2;171;1,28;19,67
16060;ESTABILIZADOR DE TENSÃO AUTOMÁTICO;;2;171;1,28;19,67
16061;ESTABILIZADOR DE TENSÃO AUTOMÁTICO;;2;171;1,28;19,67
16063;ESTABILIZADOR DE TENSÃO AUTOMÁTICO;;2;171;1,28;19,67
16073;ESTABILIZADOR DE TENSÃO AUTOMÁTICO;;2;171;1,28;19,67
16074;ESTABILIZADOR DE TENSÃO AUTOMÁTICO;;2;171;1,28;19,67
16076;ESTABILIZADOR DE TENSÃO AUTOMÁTICO;;2;171;1,28;19,67
16078;ESTABILIZADOR DE TENSÃO AUTOMÁTICO;;2;171;1,28;19,67
16080;ESTABILIZADOR DE TENSÃO AUTOMÁTICO;;2;171;1,28;19,67
16084;ESTABILIZADOR DE TENSÃO AUTOMÁTICO;;2;171;1,28;19,67
16092;ESTABILIZADOR DE TENSÃO AUTOMÁTICO;;2;171;1,28;19,67
16094;ESTABILIZADOR DE TENSÃO AUTOMÁTICO;;2;171;1,28;19,67
16099;ESTABILIZADOR DE TENSÃO AUTOMÁTICO;;2;171;1,28;19,67
16104;ESTABILIZADOR DE TENSÃO AUTOMÁTICO;;2;171;1,28;19,67
16107;ESTABILIZADOR DE TENSÃO AUTOMÁTICO;;2;171;1,28;19,67
16109;ESTABILIZADOR DE TENSÃO AUTOMÁTICO;;2;171;1,28;19,67
16110;ESTABILIZADOR DE TENSÃO AUTOMÁTICO;;2;171;1,28;19,67
16112;ESTABILIZADOR DE TENSÃO AUTOMÁTICO;;2;171;1,28;19,67
16117;ESTABILIZADOR DE TENSÃO AUTOMÁTICO;;2;171;1,28;19,67
16120;ESTABILIZADOR DE TENSÃO AUTOMÁTICO;;2;171;1,28;19,67
16121;ESTABILIZADOR DE TENSÃO AUTOMÁTICO;;2;171;1,28;19,67
16122;ESTABILIZADOR DE TENSÃO AUTOMÁTICO;;2;171;1,28;19,67
16123;ESTABILIZADOR DE TENSÃO AUTOMÁTICO;;2;171;1,28;19,67
16125;ESTABILIZADOR DE TENSÃO AUTOMÁTICO;;2;171;1,28;19,67
16130;ESTABILIZADOR DE TENSÃO AUTOMÁTICO;;2;171;1,28;19,67
16134;ESTABILIZADOR DE TENSÃO AUTOMÁTICO;;2;171;1,28;19,67
16137;ESTABILIZADOR DE TENSÃO AUTOMÁTICO;;2;171;1,28;19,67
16142;ESTABILIZADOR DE TENSÃO AUTOMÁTICO;;2;171;1,28;19,67
16147;ESTABILIZADOR DE TENSÃO AUTOMÁTICO;;2;171;1,28;19,67
16148;ESTABILIZADOR DE TENSÃO AUTOMÁTICO;;2;171;1,28;19,67
16149;ESTABILIZADOR DE TENSÃO AUTOMÁTICO;;2;171;1,28;19,67
16150;ESTABILIZADOR DE TENSÃO AUTOMÁTICO;;2;171;1,28;19,67
16151;ESTABILIZADOR DE TENSÃO AUTOMÁTICO;;2;171;1,28;19,67
16153;ESTABILIZADOR DE TENSÃO AUTOMÁTICO;;2;171;1,28;19,67
16154;ESTABILIZADOR DE TENSÃO AUTOMÁTICO;;2;171;1,28;19,67
16156;ESTABILIZADOR DE TENSÃO AUTOMÁTICO;;2;171;1,28;19,67
16325;ESTABILIZADOR DE TENSÃO AUTOMÁTICO;;3;236,76;1,77;29
16329;ESTABILIZADOR DE TENSÃO AUTOMÁTICO;;3;236,76;1,77;29
16333;ESTABILIZADOR DE TENSÃO AUTOMÁTICO;;3;236,76;1,77;29
16337;ESTABILIZADOR DE TENSÃO AUTOMÁTICO;;3;236,76;1,77;29
16342;ESTABILIZADOR DE TENSÃO AUTOMÁTICO;;3;236,76;1,77;29
16351;ESTABILIZADOR DE TENSÃO AUTOMÁTICO;;3;236,76;1,77;29
16364;ESTABILIZADOR DE TENSÃO AUTOMÁTICO;;3;236,76;1,77;29
16370;ESTABILIZADOR DE TENSÃO AUTOMÁTICO;;3;236,76;1,77;29
16374;ESTABILIZADOR DE TENSÃO AUTOMÁTICO;;3;236,76;1,77;29
16376;ESTABILIZADOR DE TENSÃO AUTOMÁTICO;;3;236,76;1,77;29
16381;ESTABILIZADOR DE TENSÃO AUTOMÁTICO;;3;236,76;1,77;29
16385;ESTABILIZADOR DE TENSÃO AUTOMÁTICO;;3;236,76;1,77;29
16388;ESTABILIZADOR DE TENSÃO AUTOMÁTICO;;3;236,76;1,77;29
26474;NOBREAK 20KVA;;72;33479,49;251,09;21426,79
26475;NOBREAK 20KVA;;72;33479,49;251,09;21426,79
26476;NOBREAK 20KVA;;72;33479,49;251,09;21426,79
26477;NOBREAK 20KVA;;72;33479,49;251,09;21426,79
26478;NOBREAK 20KVA;;72;33479,49;251,09;21426,79
26479;NOBREAK 20KVA;;72;33479,49;251,09;21426,79
26480;NOBREAK 20KVA;;72;33479,49;251,09;21426,79
26481;NOBREAK 20KVA;;72;33479,49;251,09;21426,79
26482;NOBREAK 20KVA;;72;33479,49;251,09;21426,79
26483;NOBREAK 20KVA;;72;33479,49;251,09;21426,79
26484;NOBREAK 20KVA;;72;33479,49;251,09;21426,79
26485;NOBREAK 20KVA;;72;33479,49;251,09;21426,79
26486;NOBREAK 20KVA;;72;33479,49;251,09;21426,79
26487;NOBREAK 20KVA;;72;33479,49;251,09;21426,79
26488;NOBREAK 20KVA;;72;33479,49;251,09;21426,79
26489;NOBREAK 20KVA;;72;33479,49;251,09;21426,79
26494;NOBREAK 20KVA;;72;33479,49;251,09;21426,79
26495;NOBREAK 20KVA;;72;33479,49;251,09;21426,79
26496;NOBREAK 20KVA;;72;33479,49;251,09;21426,79
26497;NOBREAK 20KVA;;72;33479,49;251,09;21426,79
26498;NOBREAK 20KVA;;72;33479,49;251,09;21426,79
26499;NOBREAK 20KVA;;72;33479,49;251,09;21426,79
26500;NOBREAK 20KVA;;72;33479,49;251,09;21426,79
26501;NOBREAK 20KVA;;72;33479,49;251,09;21426,79
31938;CONDICIONADOR DE ENERGIA ACR 2200;;97;2063;15,47;1707,19
31939;CONDICIONADOR DE ENERGIA ACR 2200;;97;2063;15,47;1707,19
31940;CONDICIONADOR DE ENERGIA ACR 2200;;97;2063;15,47;1707,19
31941;CONDICIONADOR DE ENERGIA ACR 2200;;97;2063;15,47;1707,19
5932;FRAGMENTADORA DE PAPEL;;0;1910;0;1910
11295;FRAGMENTADORA DE PAPEL;;18;1272,73;8,74;347,28
11297;FRAGMENTADORA DE PAPEL;;18;1272,73;8,74;347,28
11321;FRAGMENTADORA DE PAPEL;;18;1272,73;8,74;347,28
13349;FRAGMENTADORA DE PAPEL;;39;596,75;3,73;222,27
13351;FRAGMENTADORA DE PAPEL;;39;596,75;3,73;222,27
13354;FRAGMENTADORA DE PAPEL;;39;596,75;3,73;222,27
13355;FRAGMENTADORA DE PAPEL;;39;596,75;3,73;222,27
13356;FRAGMENTADORA DE PAPEL;;39;596,75;3,73;222,27
13358;FRAGMENTADORA DE PAPEL;;39;596,75;3,73;222,27
13830;PERFURADOR DE PAPEL SEMI-INDUSTRIAL;;48;2163,9;12,92;883,87
14472;FRAGMENTADORA DE PAPEL;;55;338,41;1,95;146,66
14603;FRAGMENTADORA DE PAPEL;;58;336;1,68;131,04
14604;FRAGMENTADORA DE PAPEL;;58;336;1,68;131,04
14605;FRAGMENTADORA DE PAPEL;;58;336;1,68;131,04
14606;FRAGMENTADORA DE PAPEL;;58;336;1,68;131,04
17465;FRAGMENTADORA DE PAPEL;;64;336;1,68;141,12
17467;FRAGMENTADORA DE PAPEL;;64;336;1,68;141,12
17468;FRAGMENTADORA DE PAPEL;;64;336;1,68;141,12
17470;FRAGMENTADORA DE PAPEL;;64;336;1,68;141,12
17910;FRAGMENTADORA DE PAPEL;;67;336;1,68;146,16
17911;FRAGMENTADORA DE PAPEL;;67;336;1,68;146,16
17912;FRAGMENTADORA DE PAPEL;;67;336;1,68;146,16
17913;FRAGMENTADORA DE PAPEL;;67;336;1,68;146,16
17914;FRAGMENTADORA DE PAPEL;;67;336;1,68;146,16
17915;FRAGMENTADORA DE PAPEL;;67;336;1,68;146,16
17916;FRAGMENTADORA DE PAPEL;;67;2720;13,6;1183,2
17917;FRAGMENTADORA DE PAPEL;;67;2720;13,6;1183,2
19346;FRAGMENTADORA DE PAPEL;;88;248;1,24;133,92
20383;FRAGMENTADORA DE PAPEL;;91;248;1,24;137,64
21998;FRAGMENTADORA DE PAPEL;;109;2850;14,25;1838,25
23250;FRAGMENTADORA DE PAPEL;;116;693,04;3,46;471,24
23251;FRAGMENTADORA DE PAPEL;;116;693,04;3,46;471,24
23252;FRAGMENTADORA DE PAPEL;;116;693,04;3,46;471,24
23253;FRAGMENTADORA DE PAPEL;;116;693,04;3,46;471,24
23254;FRAGMENTADORA DE PAPEL;;116;693,04;3,46;471,24
23255;FRAGMENTADORA DE PAPEL;;116;693,04;3,46;471,24
23256;FRAGMENTADORA DE PAPEL;;116;693,04;3,46;471,24
23257;FRAGMENTADORA DE PAPEL;;116;693,04;3,46;471,24
23260;FRAGMENTADORA DE PAPEL;;116;693,04;3,46;471,24
23261;FRAGMENTADORA DE PAPEL;;116;693,04;3,46;471,24
23262;FRAGMENTADORA DE PAPEL;;116;693,04;3,46;471,24
23263;FRAGMENTADORA DE PAPEL;;116;693,04;3,46;471,24
23264;FRAGMENTADORA DE PAPEL;;116;693,04;3,46;471,24
23785;FRAGMENTADORA DE PAPEL;;117;3500;17,5;2397,5
23787;FRAGMENTADORA DE PAPEL;;117;3500;17,5;2397,5
24591;FRAGMENTADORA DE PAPEL;;128;3500;17,5;2590
24592;FRAGMENTADORA DE PAPEL;;128;3500;17,5;2590
30029;FRAGMENTADORA DE PAPEIS;;138;3250;16,25;2567,5
30030;FRAGMENTADORA DE PAPEIS;;138;3250;16,25;2567,5
30031;FRAGMENTADORA DE PAPEIS;;139;1300;6,5;1033,5
30032;FRAGMENTADORA DE PAPEIS;;139;1300;6,5;1033,5
30033;FRAGMENTADORA DE PAPEIS;;139;1300;6,5;1033,5
30034;FRAGMENTADORA DE PAPEIS;;139;1300;6,5;1033,5
30035;FRAGMENTADORA DE PAPEIS;;139;1300;6,5;1033,5
2748;JOGO DE CHAVES SOQUETE;;0;0,27;0;0,27
2749;TORNO DE BANCADA PARA MADEIRA;;0;0,27;0;0,27
2754;LIXADEIRA PORTÁTIL;;0;1,34;0;1,34
3356;TRENA DE FIBRA;;0;2,65;0;2,65
3357;COMPRESSOR DE AR;;0;20,36;0;20,36
4186;FURADEIRA PORTÁTIL;;0;0,01;0;0,01
6778;PLAINA PORTÁTIL ELÉTRICA;;0;400;0;400
6779;PARAFUSADEIRA ELÉTRICA;;0;574,49;0;574,49
9860;SERRA CIRCULAR PORTÁTIL;;0;341,47;0;34,15
10000;MICRO RETIFICA;;0;167,51;0;16,73
10001;PARAFUSADEIRA SEM FIO;;0;53,5;0;5,41
11550;SERRA TICO-TICO PORTÁTIL;;0;560,38;0;55,92
22749;FURADEIRA INDUSTRIAL;;53;685;5,14;340,65
33309;AUXILIAR DE PARTIDA 12 V;;103;897;6,73;782,59
36405;CAMBÃO UNIVERSAL TELESCÓPICO, PARA REBOQUE DE VEÍCULOS;;111;550;4,13;512,87
200204;CHAVE ESTRIA;;0;0,01;0;0,01
4980;MAQUINA EMPACOTADORA COM ARQUEADORA;;0;4950;0;4950
9510;MÁQUINA SELADORA PARA PLÁSTICO;;0;580,32;0;58,01
12560;CONTAINER PARA ROUPAS;;0;130,62;0;19,75
14371;CARRO TIPO PLATAFORMA;;0;341,15;0;44,45
14447;CARRINHO PARA TRANSPORTE;;0;46,11;0;5,95
17593;CARRINHO PARA TRANSPORTE;;4;576,84;4,32;74,98
17594;CARRINHO PARA TRANSPORTE;;4;576,84;4,32;74,98
18294;CARRINHO PARA TRANSPORTE;;12;69;0,51;13,08
18382;LIXEIRA EM POLIETILENO;;13;87;0,66;17,21
18383;LIXEIRA EM POLIETILENO;;13;87;0,66;17,21
18384;LIXEIRA EM POLIETILENO;;13;87;0,66;17,21
18385;LIXEIRA EM POLIETILENO;;13;87;0,66;17,21
18386;LIXEIRA EM POLIETILENO;;13;87;0,66;17,21
18387;LIXEIRA EM POLIETILENO;;13;87;0,66;17,21
18388;LIXEIRA EM POLIETILENO;;13;87;0,66;17,21
18389;LIXEIRA EM POLIETILENO;;13;87;0,66;17,21
18390;LIXEIRA EM POLIETILENO;;13;87;0,66;17,21
18391;LIXEIRA EM POLIETILENO;;13;87;0,66;17,21
18536;LIXEIRA EM POLIETILENO;;16;29,78;0,22;6,58
18631;LIXEIRA EM POLIPROPILENO;;16;94,94;0,71;20,93
18632;LIXEIRA EM POLIPROPILENO;;16;94,94;0,71;20,93
18633;LIXEIRA EM POLIPROPILENO;;16;94,94;0,71;20,93
18634;LIXEIRA EM POLIPROPILENO;;16;94,94;0,71;20,93
18635;LIXEIRA EM POLIPROPILENO;;16;94,94;0,71;20,93
18636;LIXEIRA EM POLIPROPILENO;;16;94,94;0,71;20,93
18637;LIXEIRA EM POLIPROPILENO;;16;94,94;0,71;20,93
18638;LIXEIRA EM POLIPROPILENO;;16;94,94;0,71;20,93
18639;LIXEIRA EM POLIPROPILENO;;16;94,94;0,71;20,93
18640;LIXEIRA EM POLIPROPILENO;;16;94,94;0,71;20,93
18641;LIXEIRA EM POLIPROPILENO;;16;94,94;0,71;20,93
18643;LIXEIRA EM POLIPROPILENO;;16;94,94;0,71;20,93
18644;LIXEIRA EM POLIPROPILENO;;16;94,94;0,71;20,93
18645;LIXEIRA EM POLIPROPILENO;;16;94,94;0,71;20,93
18646;LIXEIRA EM POLIPROPILENO;;16;94,94;0,71;20,93
18647;LIXEIRA EM POLIPROPILENO;;16;94,94;0,71;20,93
18648;LIXEIRA EM POLIPROPILENO;;16;94,94;0,71;20,93
18649;LIXEIRA EM POLIPROPILENO;;16;94,94;0,71;20,93
18650;LIXEIRA EM POLIPROPILENO;;16;94,94;0,71;20,93
18651;LIXEIRA EM POLIPROPILENO;;16;94,94;0,71;20,93
18652;LIXEIRA EM POLIPROPILENO;;16;94,94;0,71;20,93
18653;LIXEIRA EM POLIPROPILENO;;16;94,94;0,71;20,93
18656;CONTAINER EM POLIETILENO;;16;216;1,62;47,52
18657;CONTAINER EM POLIETILENO;;16;216;1,62;47,52
18660;LIXEIRA EM POLIETILENO;;16;102,48;0,76;22,49
18661;LIXEIRA EM POLIETILENO;;16;102,48;0,76;22,49
18662;LIXEIRA EM POLIETILENO;;16;102,48;0,76;22,49
18663;LIXEIRA EM POLIETILENO;;16;102,48;0,76;22,49
18664;LIXEIRA EM POLIETILENO;;16;102,48;0,76;22,49
18665;LIXEIRA EM POLIETILENO;;16;102,48;0,76;22,49
18667;LIXEIRA EM POLIETILENO;;16;102,48;0,76;22,49
18668;LIXEIRA EM POLIETILENO;;16;102,48;0,76;22,49
18669;LIXEIRA EM POLIETILENO;;16;102,48;0,76;22,49
18670;LIXEIRA EM POLIETILENO;;16;102,48;0,76;22,49
18671;LIXEIRA EM POLIETILENO;;16;102,48;0,76;22,49
18672;LIXEIRA EM POLIETILENO;;16;102,48;0,76;22,49
18673;LIXEIRA EM POLIETILENO;;16;102,48;0,76;22,49
18674;LIXEIRA EM POLIETILENO;;16;102,48;0,76;22,49
18675;LIXEIRA EM POLIETILENO;;16;102,48;0,76;22,49
18676;LIXEIRA EM POLIETILENO;;16;102,48;0,76;22,49
18677;LIXEIRA EM POLIETILENO;;16;102,48;0,76;22,49
18678;LIXEIRA EM POLIETILENO;;16;102,48;0,76;22,49
18679;LIXEIRA EM POLIETILENO;;16;102,48;0,76;22,49
18680;LIXEIRA EM POLIETILENO;;16;102,48;0,76;22,49
18681;LIXEIRA EM POLIETILENO;;16;102,48;0,76;22,49
18682;LIXEIRA EM POLIETILENO;;16;102,48;0,76;22,49
18683;LIXEIRA EM POLIETILENO;;16;102,48;0,76;22,49
18684;LIXEIRA EM POLIETILENO;;16;102,48;0,76;22,49
18685;LIXEIRA EM POLIETILENO;;16;102,48;0,76;22,49
18686;LIXEIRA EM POLIETILENO;;16;102,48;0,76;22,49
18687;LIXEIRA EM POLIETILENO;;16;102,48;0,76;22,49
18689;LIXEIRA EM POLIETILENO;;16;102,48;0,76;22,49
18690;LIXEIRA EM POLIETILENO;;16;102,48;0,76;22,49
18691;LIXEIRA EM POLIETILENO;;16;102,48;0,76;22,49
18692;LIXEIRA EM POLIETILENO;;16;102,48;0,76;22,49
18694;LIXEIRA EM POLIETILENO;;16;102,48;0,76;22,49
18695;LIXEIRA EM POLIETILENO;;16;102,48;0,76;22,49
18696;LIXEIRA EM AÇO INOX;;16;144,95;1,08;31,86
18697;LIXEIRA EM AÇO INOX;;16;144,95;1,08;31,86
18698;LIXEIRA EM AÇO INOX;;16;144,95;1,08;31,86
18701;LIXEIRA EM AÇO INOX;;16;144,95;1,08;31,86
18702;LIXEIRA EM AÇO INOX;;16;144,95;1,08;31,86
18703;LIXEIRA EM AÇO INOX;;16;144,95;1,08;31,86
18704;LIXEIRA EM AÇO INOX;;16;144,95;1,08;31,86
18705;LIXEIRA EM AÇO INOX;;16;144,95;1,08;31,86
18706;LIXEIRA EM AÇO INOX;;16;144,95;1,08;31,86
18707;LIXEIRA EM AÇO INOX;;16;144,96;1,08;31,86
18708;LIXEIRA EM AÇO INOX;;16;144,95;1,08;31,86
18709;LIXEIRA EM AÇO INOX;;16;144,95;1,08;31,86
18710;LIXEIRA EM AÇO INOX;;16;144,95;1,08;31,86
18711;LIXEIRA EM AÇO INOX;;16;144,95;1,08;31,86
18712;LIXEIRA EM AÇO INOX;;16;144,95;1,08;31,86
18713;LIXEIRA EM AÇO INOX;;16;144,95;1,08;31,86
18715;LIXEIRA EM AÇO INOX;;16;144,95;1,08;31,86
18716;LIXEIRA EM AÇO INOX;;16;144,95;1,08;31,86
18717;LIXEIRA EM AÇO INOX;;16;144,95;1,08;31,86
18718;LIXEIRA EM AÇO INOX;;16;144,95;1,08;31,86
18719;LIXEIRA EM AÇO INOX;;16;144,96;1,08;31,86
18720;LIXEIRA EM AÇO INOX;;16;144,95;1,08;31,86
18721;LIXEIRA EM AÇO INOX;;16;144,95;1,08;31,86
18722;LIXEIRA EM AÇO INOX;;16;144,95;1,08;31,86
18723;LIXEIRA EM AÇO INOX;;16;144,95;1,08;31,86
18724;LIXEIRA EM AÇO INOX;;16;144,95;1,08;31,86
18725;LIXEIRA EM AÇO INOX;;16;144,95;1,08;31,86
18726;LIXEIRA EM AÇO INOX;;16;144,95;1,08;31,86
18727;LIXEIRA EM AÇO INOX;;16;144,95;1,08;31,86
18728;LIXEIRA EM AÇO INOX;;16;144,95;1,08;31,86
18730;LIXEIRA EM AÇO INOX;;16;144,95;1,08;31,86
18731;LIXEIRA EM AÇO INOX;;16;144,96;1,08;31,86
18732;LIXEIRA EM AÇO INOX;;16;144,95;1,08;31,86
18733;LIXEIRA EM AÇO INOX;;16;144,95;1,08;31,86
18734;LIXEIRA EM AÇO INOX;;16;144,95;1,08;31,86
18735;LIXEIRA EM AÇO INOX;;16;144,95;1,08;31,86
18736;LIXEIRA EM AÇO INOX;;16;144,95;1,08;31,86
18737;LIXEIRA EM AÇO INOX;;16;144,95;1,08;31,86
18738;LIXEIRA EM AÇO INOX;;16;144,95;1,08;31,86
18739;LIXEIRA EM AÇO INOX;;16;144,95;1,08;31,86
18740;LIXEIRA EM AÇO INOX;;16;144,95;1,08;31,86
18741;LIXEIRA EM AÇO INOX;;16;144,95;1,08;31,86
18743;LIXEIRA EM AÇO INOX;;16;144,96;1,08;31,86
18744;LIXEIRA EM AÇO INOX;;16;144,95;1,08;31,86
18745;LIXEIRA EM AÇO INOX;;16;144,95;1,08;31,86
